kind,item_id,name,slot_or_type,rarity,obtainable,source_kinds,locations,unknown
weapon,wpn_starfall_judge,星落ちの裁杖,staff,UR,YES,area_drop,砕けた望遠塔（星落ちの観測所）; 星屑の実験室（星落ちの観測所）; 天文記録室（星落ちの観測所）; 落星孔（星落ちの観測所）,equip jobs not in DB
weapon,wpn_deep_cannon_regin,深層砲レギン,cannon,UR,YES,area_drop;valhalla,アーク残滓研究所（深層炉前哨基地）; 鉄熱の補給路（深層炉前哨基地）; 実験区画（空中要塞ヴァルハラ）; 旧王の玉座（空中要塞ヴァルハラ）; 深層炉心（空中要塞ヴァルハラ）; 統治軍制御室（空中要塞ヴァルハラ）; マキナの残響区画（空中要塞ヴァルハラ）; ヴァルハラ,equip jobs not in DB
weapon,wpn_ash_wing_twin,灰翼の双刃,dagger,UR,NO,,,no acquisition path found; equip jobs not in DB
weapon,wpn_core_spear_grau,炉心槍グラウ,spear,UR,YES,area_drop;valhalla,機械兵格納庫（空中要塞ヴァルハラ）; 実験区画（空中要塞ヴァルハラ）; 旧王の玉座（空中要塞ヴァルハラ）; 深層炉心（空中要塞ヴァルハラ）; 空塞昇降路（空中要塞ヴァルハラ）; 統治軍制御室（空中要塞ヴァルハラ）; マキナの残響区画（空中要塞ヴァルハラ）; ヴァルハラ,equip jobs not in DB
weapon,wpn_sky_bow_fress,空塞弓フレス,bow,UR,YES,area_drop;valhalla,実験区画（空中要塞ヴァルハラ）; 旧王の玉座（空中要塞ヴァルハラ）; 深層炉心（空中要塞ヴァルハラ）; 空塞昇降路（空中要塞ヴァルハラ）; 統治軍制御室（空中要塞ヴァルハラ）; マキナの残響区画（空中要塞ヴァルハラ）; ヴァルハラ,equip jobs not in DB
weapon,wpn_zero_shield,統治軍制式大盾・零式,shield,UR,YES,area_drop;valhalla,実験区画（空中要塞ヴァルハラ）; 旧王の玉座（空中要塞ヴァルハラ）; 深層炉心（空中要塞ヴァルハラ）; マキナの残響区画（空中要塞ヴァルハラ）; ヴァルハラ,equip jobs not in DB
weapon,wpn_iron_snow_king_shield,鉄雪王盾,shield,UR,NO,,,no acquisition path found; equip jobs not in DB
weapon,wpn_black_exec_sword,黒灯処刑剣,sword,UR,YES,area_drop,仮面商人の隠し倉庫（忘却の地下市）,equip jobs not in DB
weapon,wpn_unique_bind,古びた繋ぎ糸,bind,Uni,YES,src_manifest;kai_forge,/upgrade manifest; カイ Src変質,—
weapon,wpn_unique_old_hammer,古炉の訓練槌,hammer,Uni,YES,kai_forge,カイ Src変質,equip jobs not in DB
weapon,wpn_unique_old_shield,古王の割盾,shield,Uni,YES,src_manifest;kai_forge,/upgrade manifest; カイ Src変質,—
weapon,wpn_unique_tuner,壊れた調律器,tuner,Uni,YES,src_manifest;kai_forge,/upgrade manifest; カイ Src変質,—
weapon,wpn_unique_star_scar,星痕の古槍,spear,Uni,YES,src_manifest;kai_forge,/upgrade manifest; カイ Src変質,—
weapon,wpn_unique_echo,残響の古弓,bow,Uni,YES,src_manifest;kai_forge,/upgrade manifest; カイ Src変質,—
weapon,wpn_unique_deep,深層の砲筒,cannon,Uni,YES,area_drop;src_manifest;kai_forge,機工整備場（深層炉前哨基地）; アーク残滓研究所（深層炉前哨基地）; 鉄熱の補給路（深層炉前哨基地）; /upgrade manifest; カイ Src変質,—
weapon,wpn_unique_lamp,灯火の古杖,rod,Uni,YES,src_manifest;kai_forge,/upgrade manifest; カイ Src変質,—
weapon,wpn_unique_mirror,灰鏡の刀,dagger,Uni,YES,src_manifest;kai_forge,/upgrade manifest; カイ Src変質,—
weapon,wpn_unique_silver,白銀の古槌,hammer,Uni,YES,src_manifest;kai_forge,/upgrade manifest; カイ Src変質,—
weapon,wpn_unique_mist_lantern,霧灯の星杖,staff,Uni,YES,src_manifest;kai_forge,/upgrade manifest; カイ Src変質,—
weapon,wpn_unique_twilight,黄昏の古剣,sword,Uni,YES,src_manifest;kai_forge,/upgrade manifest; カイ Src変質,—
weapon,wpn_unique_black_fox,黒狐の短刃,dagger,Uni,YES,src_manifest;kai_forge,/upgrade manifest; カイ Src変質,—
armor,acc_traveler_ring,旅人の指輪,accessory1,N,YES,shop,霧深き森の集落,—
armor,acc_silver_bracelet,白銀の腕輪,accessory1,R,YES,shop,忘却の地下市,—
armor,acc_moon_pendant,月下のペンダント,accessory1,SR,YES,shop,忘却の地下市,—
armor,acc_raid_random,残響の指輪,accessory1,SSR,NO,unobtainable,—,no pool/shop/drop
armor,acc_deep_gear_ring,深層炉の機構環,accessory1,SSR,NO,unobtainable,—,no pool/shop/drop
armor,acc_valhalla_necklace,ヴァルハラの首飾り,accessory1,UR,NO,unobtainable,—,no pool/shop/drop
armor,acc_traveler_talisman,旅人の護符,accessory2,N,NO,unobtainable,—,no pool/shop/drop
armor,acc_mist_talisman,霧守りの護符,accessory2,R,YES,shop,霧深き森の集落,—
armor,acc_black_lamp_ring,黒灯の指輪,accessory2,SR,YES,area_drop,煤煙の抜け道（黒灯りの路地）,—
armor,acc_starfall_earring,星落ちの耳飾り,accessory2,SSR,NO,unobtainable,—,no pool/shop/drop
armor,acc_old_king_seal,旧王の印章,accessory2,UR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_old_road_arms,古道篭手,arms,R,YES,area_drop;shop,朽ちた旅籠（古道の宿場村）; 古道の宿場村,—
armor,arm_set_starfield_arms,星原篭手,arms,R,YES,area_drop;shop,星屑の草道（はじまりの星原）; 黒灯りの路地; 埋没水路; 竜骨の峡谷; 硝子沼の集落; 空鐘の町; 鉄雪の関所; 祈りの丘; 赤灰の砦; 沈黙の修道院; 星落ちの観測所; はじまりの星原,—
armor,arm_set_silver_arms,白銀篭手,arms,R,YES,area_drop;shop,結晶の縦穴（白銀鉱山街）; 白銀鉱山街,—
armor,arm_set_twilight_arms,薄明篭手,arms,R,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_rain_arms,雨音篭手,arms,R,YES,area_drop,雨漏りの礼拝堂（雨音の廃村）; 泥濘の畑（雨音の廃村）,—
armor,arm_set_mist_arms,霧守り篭手,arms,R,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_moon_arms,月下篭手,arms,SR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_silence_arms,沈黙篭手,arms,SR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_ash_crown_arms,灰冠篭手,arms,SR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_glass_arms,硝子沼篭手,arms,SR,YES,area_drop,沼底の参道（硝子沼の集落）; 反射する森（硝子沼の集落）; 硝子花の群生地（硝子沼の集落）,—
armor,arm_set_dragonbone_arms,竜骨篭手,arms,SR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_red_ash_arms,赤灰篭手,arms,SR,YES,area_drop,砦地下倉庫（赤灰の砦）; 炎の訓練場（赤灰の砦）; 赤灰の見張り台（赤灰の砦）,—
armor,arm_set_starfall_arms,星落ち篭手,arms,SSR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_deep_furnace_arms,深層炉篭手,arms,SSR,YES,area_drop,機工整備場（深層炉前哨基地）,—
armor,arm_set_iron_snow_arms,鉄雪篭手,arms,SSR,YES,area_drop,炎の訓練場（赤灰の砦）,—
armor,arm_set_black_lamp_arms,黒灯篭手,arms,SSR,YES,area_drop,煤煙の抜け道（黒灯りの路地）,—
armor,arm_set_valhalla_arms,ヴァルハラ篭手,arms,UR,YES,area_drop;valhalla,ヴァルハラ外郭（空中要塞ヴァルハラ）; ヴァルハラ,—
armor,arm_set_old_king_arms,旧王篭手,arms,UR,YES,area_drop,灰の大通り（灰冠の王都跡）,—
armor,arm_set_old_road_body,古道鎧,body,R,YES,area_drop,石積みの橋（古道の宿場村）; 旅人の墓標（古道の宿場村）,—
armor,arm_set_starfield_body,星原鎧,body,R,YES,shop,黒灯りの路地; 埋没水路; 竜骨の峡谷; 硝子沼の集落; 空鐘の町; 鉄雪の関所; 祈りの丘; 赤灰の砦; 沈黙の修道院; 星落ちの観測所; はじまりの星原,—
armor,arm_set_silver_body,白銀鎧,body,R,YES,area_drop,崩落した作業場（白銀鉱山街）; 黒鉄鉱脈（白銀鉱山街）,—
armor,arm_set_twilight_body,薄明鎧,body,R,YES,area_drop,海霧の倉庫街（薄明の港町）,—
armor,arm_set_rain_body,雨音鎧,body,R,YES,area_drop,水没した家屋（雨音の廃村）; 朽ちた井戸（雨音の廃村）; 雨漏りの礼拝堂（雨音の廃村）; 泥濘の畑（雨音の廃村）,—
armor,arm_set_mist_body,霧守り鎧,body,R,YES,area_drop,迷い茸の群生地（霧深き森の集落）; 眠れる獣の巣（霧深き森の集落）,—
armor,arm_set_moon_body,月下鎧,body,SR,YES,area_drop,影写しの閲覧室（月下図書館）; 無答の書庫（月下図書館）,—
armor,arm_set_silence_body,沈黙鎧,body,SR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_ash_crown_body,灰冠鎧,body,SR,YES,area_drop,破れた玉座前（灰冠の王都跡）; 王都地下牢（灰冠の王都跡）; 灰の大通り（灰冠の王都跡）,—
armor,arm_set_glass_body,硝子沼鎧,body,SR,YES,area_drop,割れた水面（硝子沼の集落）; 沼底の参道（硝子沼の集落）; 反射する森（硝子沼の集落）; 硝子花の群生地（硝子沼の集落）,—
armor,arm_set_dragonbone_body,竜骨鎧,body,SR,YES,area_drop,骨喰い鳥の巣（竜骨の峡谷）; 古竜の裂け目（竜骨の峡谷）,—
armor,arm_set_red_ash_body,赤灰鎧,body,SR,YES,area_drop,焼けた兵舎（赤灰の砦）; 砦地下倉庫（赤灰の砦）; 炎の訓練場（赤灰の砦）; 赤灰の見張り台（赤灰の砦）,—
armor,arm_set_starfall_body,星落ち鎧,body,SSR,YES,area_drop,天文記録室（星落ちの観測所）; 落星孔（星落ちの観測所）,—
armor,arm_set_deep_furnace_body,深層炉鎧,body,SSR,YES,area_drop,機工整備場（深層炉前哨基地）; アーク残滓研究所（深層炉前哨基地）; 鉄熱の補給路（深層炉前哨基地）,—
armor,arm_set_iron_snow_body,鉄雪鎧,body,SSR,YES,area_drop,赤灰の見張り台（赤灰の砦）,—
armor,arm_set_black_lamp_body,黒灯鎧,body,SSR,YES,area_drop,煤煙の抜け道（黒灯りの路地）,—
armor,arm_set_valhalla_body,ヴァルハラ鎧,body,UR,YES,area_drop;valhalla,ヴァルハラ外郭（空中要塞ヴァルハラ）; 深層炉心（空中要塞ヴァルハラ）; ヴァルハラ,—
armor,arm_set_old_king_body,旧王鎧,body,UR,YES,area_drop,破れた玉座前（灰冠の王都跡）,—
armor,arm_set_old_road_feet,古道靴,feet,R,YES,shop,古道の宿場村,—
armor,arm_set_starfield_feet,星原靴,feet,R,YES,shop,黒灯りの路地; 埋没水路; 竜骨の峡谷; 硝子沼の集落; 空鐘の町; 鉄雪の関所; 祈りの丘; 赤灰の砦; 沈黙の修道院; 星落ちの観測所; はじまりの星原,—
armor,arm_set_silver_feet,白銀靴,feet,R,YES,shop,白銀鉱山街,—
armor,arm_set_twilight_feet,薄明靴,feet,R,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_rain_feet,雨音靴,feet,R,YES,area_drop,雨漏りの礼拝堂（雨音の廃村）,—
armor,arm_set_mist_feet,霧守り靴,feet,R,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_moon_feet,月下靴,feet,SR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_silence_feet,沈黙靴,feet,SR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_ash_crown_feet,灰冠靴,feet,SR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_glass_feet,硝子沼靴,feet,SR,YES,area_drop,硝子花の群生地（硝子沼の集落）,—
armor,arm_set_dragonbone_feet,竜骨靴,feet,SR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_red_ash_feet,赤灰靴,feet,SR,YES,area_drop,赤灰の見張り台（赤灰の砦）,—
armor,arm_set_starfall_feet,星落ち靴,feet,SSR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_deep_furnace_feet,深層炉靴,feet,SSR,YES,area_drop,鉄熱の補給路（深層炉前哨基地）,—
armor,arm_set_iron_snow_feet,鉄雪靴,feet,SSR,YES,area_drop,炎の訓練場（赤灰の砦）,—
armor,arm_set_black_lamp_feet,黒灯靴,feet,SSR,YES,area_drop,黒灯りの路地（黒灯りの路地）,—
armor,arm_set_valhalla_feet,ヴァルハラ靴,feet,UR,YES,area_drop;valhalla,ヴァルハラ外郭（空中要塞ヴァルハラ）; ヴァルハラ,—
armor,arm_set_old_king_feet,旧王靴,feet,UR,YES,area_drop,灰の大通り（灰冠の王都跡）,—
armor,arm_set_old_road_head,古道兜,head,R,YES,area_drop;shop,朽ちた旅籠（古道の宿場村）; 盗賊の抜け道（古道の宿場村）; 石積みの橋（古道の宿場村）; 旅人の墓標（古道の宿場村）; 古道の宿場村,—
armor,arm_set_starfield_head,星原兜,head,R,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_silver_head,白銀兜,head,R,YES,area_drop;shop,結晶の縦穴（白銀鉱山街）; 崩落した作業場（白銀鉱山街）; 黒鉄鉱脈（白銀鉱山街）; 白銀鉱山街,—
armor,arm_set_twilight_head,薄明兜,head,R,YES,area_drop;shop,潮騒の洞窟（薄明の港町）; 海霧の倉庫街（薄明の港町）; 薄明の港町,—
armor,arm_set_rain_head,雨音兜,head,R,YES,area_drop,雨音の路地（雨音の廃村）; 水没した家屋（雨音の廃村）; 朽ちた井戸（雨音の廃村）; 雨漏りの礼拝堂（雨音の廃村）; 泥濘の畑（雨音の廃村）,—
armor,arm_set_mist_head,霧守り兜,head,R,YES,area_drop,古樹の根元（霧深き森の集落）; 迷い茸の群生地（霧深き森の集落）; 眠れる獣の巣（霧深き森の集落）,—
armor,arm_set_moon_head,月下兜,head,SR,YES,area_drop,記録端末室（月下図書館）; 影写しの閲覧室（月下図書館）; 無答の書庫（月下図書館）,—
armor,arm_set_silence_head,沈黙兜,head,SR,YES,area_drop,祈りの間（沈黙の修道院）; 聖水工房跡（沈黙の修道院）; 無言の巡礼路（沈黙の修道院）,—
armor,arm_set_ash_crown_head,灰冠兜,head,SR,YES,area_drop,旧統治軍詰所（灰冠の王都跡）; 破れた玉座前（灰冠の王都跡）; 王都地下牢（灰冠の王都跡）; 灰の大通り（灰冠の王都跡）,—
armor,arm_set_glass_head,硝子沼兜,head,SR,YES,area_drop,硝子沼（硝子沼の集落）; 割れた水面（硝子沼の集落）; 沼底の参道（硝子沼の集落）; 反射する森（硝子沼の集落）; 硝子花の群生地（硝子沼の集落）,—
armor,arm_set_dragonbone_head,竜骨兜,head,SR,YES,area_drop,大骨市場跡（竜骨の峡谷）; 竜鳴きの崖（竜骨の峡谷）; 骨喰い鳥の巣（竜骨の峡谷）; 古竜の裂け目（竜骨の峡谷）,—
armor,arm_set_red_ash_head,赤灰兜,head,SR,YES,area_drop,赤灰の外壁（赤灰の砦）; 焼けた兵舎（赤灰の砦）; 砦地下倉庫（赤灰の砦）; 炎の訓練場（赤灰の砦）; 赤灰の見張り台（赤灰の砦）,—
armor,arm_set_starfall_head,星落ち兜,head,SSR,YES,area_drop,星屑の実験室（星落ちの観測所）; 天文記録室（星落ちの観測所）; 落星孔（星落ちの観測所）,—
armor,arm_set_deep_furnace_head,深層炉兜,head,SSR,YES,area_drop,炉心監視塔（深層炉前哨基地）; 機工整備場（深層炉前哨基地）; アーク残滓研究所（深層炉前哨基地）; 鉄熱の補給路（深層炉前哨基地）,—
armor,arm_set_iron_snow_head,鉄雪兜,head,SSR,YES,area_drop,赤灰の見張り台（赤灰の砦）,—
armor,arm_set_black_lamp_head,黒灯兜,head,SSR,YES,area_drop,煤煙の抜け道（黒灯りの路地）,—
armor,arm_set_valhalla_head,ヴァルハラ兜,head,UR,YES,area_drop;valhalla,ヴァルハラ外郭（空中要塞ヴァルハラ）; 深層炉心（空中要塞ヴァルハラ）; ヴァルハラ,—
armor,arm_set_old_king_head,旧王兜,head,UR,YES,area_drop,破れた玉座前（灰冠の王都跡）,—
armor,arm_set_old_road_legs,古道腿当て,legs,R,YES,area_drop;shop,石積みの橋（古道の宿場村）; 古道の宿場村,—
armor,arm_set_starfield_legs,星原腿当て,legs,R,YES,shop,黒灯りの路地; 埋没水路; 竜骨の峡谷; 硝子沼の集落; 空鐘の町; 鉄雪の関所; 祈りの丘; 赤灰の砦; 沈黙の修道院; 星落ちの観測所; はじまりの星原,—
armor,arm_set_silver_legs,白銀腿当て,legs,R,YES,area_drop;shop,崩落した作業場（白銀鉱山街）; 白銀鉱山街,—
armor,arm_set_twilight_legs,薄明腿当て,legs,R,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_rain_legs,雨音腿当て,legs,R,YES,area_drop,泥濘の畑（雨音の廃村）,—
armor,arm_set_mist_legs,霧守り腿当て,legs,R,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_moon_legs,月下腿当て,legs,SR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_silence_legs,沈黙腿当て,legs,SR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_ash_crown_legs,灰冠腿当て,legs,SR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_glass_legs,硝子沼腿当て,legs,SR,YES,area_drop,反射する森（硝子沼の集落）; 硝子花の群生地（硝子沼の集落）,—
armor,arm_set_dragonbone_legs,竜骨腿当て,legs,SR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_red_ash_legs,赤灰腿当て,legs,SR,YES,area_drop,炎の訓練場（赤灰の砦）; 赤灰の見張り台（赤灰の砦）,—
armor,arm_set_starfall_legs,星落ち腿当て,legs,SSR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_deep_furnace_legs,深層炉腿当て,legs,SSR,NO,unobtainable,—,no pool/shop/drop
armor,arm_set_iron_snow_legs,鉄雪腿当て,legs,SSR,YES,area_drop,炎の訓練場（赤灰の砦）,—
armor,arm_set_black_lamp_legs,黒灯腿当て,legs,SSR,YES,area_drop,黒灯りの路地（黒灯りの路地）,—
armor,arm_set_valhalla_legs,ヴァルハラ腿当て,legs,UR,YES,area_drop;valhalla,ヴァルハラ外郭（空中要塞ヴァルハラ）; ヴァルハラ,—
armor,arm_set_old_king_legs,旧王腿当て,legs,UR,YES,area_drop,灰の大通り（灰冠の王都跡）,—
